ID;parent_ID;title;hierarchyLevel;tenant
d9f21475-7865-43c2-b37d-fb397e71980b;;703-FRA1505-Kasseneinführung-Phase-2;0;d439e362-ecdf-4d78-8fed-86c7c639b131
64cbf7b4-dd4c-4725-98db-1288a4f52804;;706-CAS1501-Kaufland;0;d439e362-ecdf-4d78-8fed-86c7c639b131
a3251c72-2956-45ea-835e-26a0d21c130f;;710-IOT1508-Einarbeitung-CAR;0;d439e362-ecdf-4d78-8fed-86c7c639b131
80855a7e-d41c-4b99-80ec-a225a16ab874;;711-IOT1601-Interne-Aufschreibung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
1f2d7cf0-b005-49bf-941b-854b99d980c9;;712-FRA1506-Auktionsplattform;0;d439e362-ecdf-4d78-8fed-86c7c639b131
a4e6a786-3094-4882-9dba-0a1b3cae18ab;;713-MAH1501-Datentransfer-Tool;0;d439e362-ecdf-4d78-8fed-86c7c639b131
6bcbdf85-f924-4d52-80e2-50fd8aab57e9;;714-FRA1506-Ratepay;0;d439e362-ecdf-4d78-8fed-86c7c639b131
65725c58-2339-4c83-a9f8-f480408b1f42;;715-IOT1602-Vertrieb;0;d439e362-ecdf-4d78-8fed-86c7c639b131
079e2767-42e4-4153-ae81-a7b5b52bdc7e;;716-MEN1601-Support;0;d439e362-ecdf-4d78-8fed-86c7c639b131
507cdcd5-1852-4d21-959e-cdbf0ce71f19;;717-IOT1603-Öffentlichkeitsarbeit;0;d439e362-ecdf-4d78-8fed-86c7c639b131
ff2df114-1ea9-49a0-a022-208507b6282e;;718-FRA1601-Datawarehouse-(BW2.0);0;d439e362-ecdf-4d78-8fed-86c7c639b131
379776bf-0395-4f3b-bda6-a61bc1353a75;;719-JUN1601-Betreuung-Produktivbetrieb;0;d439e362-ecdf-4d78-8fed-86c7c639b131
40bae07e-18dd-4ce6-9273-f17c63fc762d;;720-MAN1601-Application-Management;0;d439e362-ecdf-4d78-8fed-86c7c639b131
943673be-bba0-4748-945d-a59b5cd11c5b;;721-MAN1602-Operative-Projektunterstützung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
8d49a68a-fe53-405c-9327-2e44d872557c;;722-MEZ1601-Wartung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
3ad6452c-2226-4469-b1dc-69a0da444d50;;723-PAR1601-Betreuung-Produktivbetrieb;0;d439e362-ecdf-4d78-8fed-86c7c639b131
4ea669cf-8e35-4822-a051-8f493fbd5314;;724-KWS1601-Projektunterstützung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
81243898-aae9-401a-aa48-ff6b5c1cbc37;;725-MAN1603-Kernprozesse;0;d439e362-ecdf-4d78-8fed-86c7c639b131
7571a389-c13b-4a5e-8a72-31303bb890d0;;726-IOT1604-Bachelorarbeit-Kanzenbach;0;d439e362-ecdf-4d78-8fed-86c7c639b131
33f18c0f-945d-4f21-98f1-122d5f1a129f;;727-MEZ1602-Einzelanforderungen;0;d439e362-ecdf-4d78-8fed-86c7c639b131
c5f3a702-0cc1-4fc4-83ad-10c1236a0e02;;728-FRA1602-ERP-AM;0;d439e362-ecdf-4d78-8fed-86c7c639b131
3ddf53f7-bae8-46fa-8637-be1412134e4e;;729-FRA1603-ERP-Kleinstprojekte;0;d439e362-ecdf-4d78-8fed-86c7c639b131
a8315214-99b2-497a-8887-f40e624b4e9d;;730-FRA1604-BW-AM;0;d439e362-ecdf-4d78-8fed-86c7c639b131
bee084fe-7810-4980-b220-dcb78ea1b8cd;;731-FRA1605-BW-Kleinstprojekte;0;d439e362-ecdf-4d78-8fed-86c7c639b131
5f25c593-00a4-4c4e-8f0c-723596d58cc8;;733-DRK1601-Kalkulationsschemas;0;d439e362-ecdf-4d78-8fed-86c7c639b131
07e763f3-b21c-4c10-a3ba-4f3e9796678c;;734-STE1601-Zeche-Haniel;0;d439e362-ecdf-4d78-8fed-86c7c639b131
5d54d048-5280-4116-be71-d17301e080c5;;735-FRA1606-Logistik-der-Zukunft;0;d439e362-ecdf-4d78-8fed-86c7c639b131
97aad749-99fc-4cf2-9e8c-e22b7c6fee8f;;736-FRA1607-Datenqualität;0;d439e362-ecdf-4d78-8fed-86c7c639b131
f373c4af-6a57-4046-9986-1bc714cc47ef;;737-SKR1601-Elk-Grove;0;d439e362-ecdf-4d78-8fed-86c7c639b131
0ee614ba-b0d9-4824-81ec-2abf0c4d16d9;;738-CAS1601-Dänisches-Bettenlager;0;d439e362-ecdf-4d78-8fed-86c7c639b131
a7d370cb-7a3a-4a95-a2b2-0cd8fefdd1ab;;739-IOT1605-Bachelorarbeit-Schmid;0;d439e362-ecdf-4d78-8fed-86c7c639b131
ce55e2fd-6781-494e-b055-666d788e3700;;740-IOT1606-Bachelorarbeit-Schröder;0;d439e362-ecdf-4d78-8fed-86c7c639b131
abd6c8a6-614c-43ee-b444-e7edfa93f67a;;741-FRA1608-Warenverfügbarkeit-#4442;0;d439e362-ecdf-4d78-8fed-86c7c639b131
9d232c54-aa9d-4a45-b3cc-53f589a60377;;742-SYG1601-Regaloptimierungssystem;0;d439e362-ecdf-4d78-8fed-86c7c639b131
7200cd45-e8ed-45fe-906c-ea775573fc2c;;743-CAS1602-Douglas;0;d439e362-ecdf-4d78-8fed-86c7c639b131
a73a2f60-f083-4e8a-9693-249cf474e67c;;744-CAS1603-Gries-Deco-Company;0;d439e362-ecdf-4d78-8fed-86c7c639b131
8d33eacd-5d54-4537-8b4f-a6227074ed46;;745-CAS1604-Fressnapf;0;d439e362-ecdf-4d78-8fed-86c7c639b131
7447bba8-2854-4292-a61c-6ea0d9438a3b;;746-FRA1609-Kundenkommunikation;0;d439e362-ecdf-4d78-8fed-86c7c639b131
5f821a2b-f395-4372-a591-212f8b18c8c7;;747-FRA1610-Rechnungs-Neugestaltung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
9f082b1c-e8cf-4103-8c8b-ee1fa166656f;;748-FRA1611-Gutscheinabwicklung-&-Bonuspunkte;0;d439e362-ecdf-4d78-8fed-86c7c639b131
0ef414f1-decc-4bb9-900f-c3d34a9ac831;;749-INQ1601-Einführung-SAP-EWM;0;d439e362-ecdf-4d78-8fed-86c7c639b131
0df05c9b-0435-4a4e-b2ba-8d89d61d3be6;;750-IOT1701-Interne-Aufschreibung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
3cd91a8e-8b90-4bbd-be5d-271ab79a80cd;;751-IAL701-Interne-Aufschreibung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
24581658-8c50-4f6e-928a-1597a4385623;;752-IOT1702-Masterarbeit-Runte;0;d439e362-ecdf-4d78-8fed-86c7c639b131
1bff8d12-1f06-4cb4-bc32-81190d4ec5f0;;753-IAL1702-SAP-FIORI;0;d439e362-ecdf-4d78-8fed-86c7c639b131
267c6e89-6552-41b3-82fc-60e9d1823d65;;754-FRA1701-Dispo;0;d439e362-ecdf-4d78-8fed-86c7c639b131
7578eb1b-4540-4542-b72d-1e2bb5c95c1c;;755-FRA1702-Paypal;0;d439e362-ecdf-4d78-8fed-86c7c639b131
e80dc75f-7740-4638-8aa9-6a02fad43ef9;;756-FRA1703-Optimierung-Lieferbildung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
561073b3-7dc1-4d0d-9126-b38a4dee7db7;;758-DRK1701-Support;0;d439e362-ecdf-4d78-8fed-86c7c639b131
0ab3ac65-ab46-456c-af82-b5698d9b1667;;759-FRA1704-ERP-AM;0;d439e362-ecdf-4d78-8fed-86c7c639b131
2cef4276-97a0-43a1-a5ce-6ade0aa16072;;760-FRA1705-ERP-Kleinstprojekte;0;d439e362-ecdf-4d78-8fed-86c7c639b131
7d79bbc0-8998-4a4c-a0db-b63039a977d0;;761-FRA1706-BW-AM;0;d439e362-ecdf-4d78-8fed-86c7c639b131
796a9004-2d6f-48c0-b65a-823e40a19f0c;;762-IOT1703-SAP-FIORI;0;d439e362-ecdf-4d78-8fed-86c7c639b131
f3f05917-cdff-4fb2-a9a1-b2ce322642cd;;763-SGU1701-Aktualisierung-Leittechnik;0;d439e362-ecdf-4d78-8fed-86c7c639b131
99e218de-afda-4cad-b1d7-acf77020fc3d;;764-FRA1707-LdZ-Support;0;d439e362-ecdf-4d78-8fed-86c7c639b131
dbc014f2-cb46-4d84-b88c-40190d2ae7b8;;765-FRA1708-Kasseneinführung-Phase-3;0;d439e362-ecdf-4d78-8fed-86c7c639b131
3dea7ecb-51bf-4c20-9b70-d854822007bb;;766-FRA1709-NWR-II-&-X-Waffe-(4412);0;d439e362-ecdf-4d78-8fed-86c7c639b131
bae753a7-18c5-448c-962f-6308d466fe36;;767-IOT1704-MULI-Redesign;0;d439e362-ecdf-4d78-8fed-86c7c639b131
9128b66c-b453-4bda-82a2-424001eabd32;;768-SKR1701-Support;0;d439e362-ecdf-4d78-8fed-86c7c639b131
3b0eb147-1fb6-44aa-bf24-7c9785c80872;;769-PIG1701-Energiemanagement;0;d439e362-ecdf-4d78-8fed-86c7c639b131
f125d52b-3248-4ab0-a2bb-849b95d16615;;770-MEN1701-Anpassung-Inventur;0;d439e362-ecdf-4d78-8fed-86c7c639b131
1c8bcfdb-172b-4120-9047-cca6be539254;;771-ACC1701-SW-Maadesiel;0;d439e362-ecdf-4d78-8fed-86c7c639b131
2d54613f-67c1-4964-b0ec-d43912406cc2;;772-MAN1701-OmniPOS;0;d439e362-ecdf-4d78-8fed-86c7c639b131
9fc7170a-50ef-4ad2-afd0-c979fc6d8c82;;773-FRA1710-ERP-Update;0;d439e362-ecdf-4d78-8fed-86c7c639b131
0d52da04-b5ff-49ad-9387-1c306f4fa05c;;774-CAS1701-Douglas-FIORI-(2016/0210);0;d439e362-ecdf-4d78-8fed-86c7c639b131
6bcc671a-d1eb-4e38-b610-1405e8abfbaa;;775-IOT1705-Bachelorarbeit-Kiedrowicz;0;d439e362-ecdf-4d78-8fed-86c7c639b131
a244c46e-be26-494b-959a-59382f9c0f47;;776-IOT1706-Bachelorarbeit-van-Gelder;0;d439e362-ecdf-4d78-8fed-86c7c639b131
a946a12a-3f1f-4427-a8f3-620921e7407c;;777-IOT1707-Bachelorarbeit-Rosezin;0;d439e362-ecdf-4d78-8fed-86c7c639b131
cd214a8b-3866-47c2-9eda-ad9d504908dc;;781-BSS1801-FOR-Highbay-Renewal;0;d439e362-ecdf-4d78-8fed-86c7c639b131
c454c81f-25fb-4b74-b374-acae4572b297;;794-FRA1805-14425:-S/4HANA;0;d439e362-ecdf-4d78-8fed-86c7c639b131
ab7b338d-c841-41da-b0ca-45e23ebca474;;800-INQ1901-FIORI;0;d439e362-ecdf-4d78-8fed-86c7c639b131
40f1bc96-6168-4be9-b89b-cfdc363f938e;;807-FRA1902-FR-Flilialpackplatz;0;d439e362-ecdf-4d78-8fed-86c7c639b131
4d297212-a6ff-4531-8da3-6dac8521c314;;810-FRA2001-ERP-AM;0;d439e362-ecdf-4d78-8fed-86c7c639b131
b249cdf2-0ad3-45b2-8137-43eb19ab03a6;;811-FRA2002-ERP-Kleinstprojekte;0;d439e362-ecdf-4d78-8fed-86c7c639b131
6cc09894-3f61-4577-a1e4-cb4f6780530b;;812-INQ2001-Wartung-&-Support;0;d439e362-ecdf-4d78-8fed-86c7c639b131
e9269771-98cb-4db3-9239-471de0a6e267;;815-IOT2002-Vertrieb;0;d439e362-ecdf-4d78-8fed-86c7c639b131
3b71b9ae-3a20-4a12-8025-14670c335ad2;;818-MEN2002-Rumänien;0;d439e362-ecdf-4d78-8fed-86c7c639b131
5a701e98-f023-4dd2-8b95-d6f65b06c2e7;;821-THA2001-FIORI;0;d439e362-ecdf-4d78-8fed-86c7c639b131
cab339c4-5610-4ca7-a69e-2d29704efab0;;823-CAS2001-Esprit-FSS-technische-Portierung-(2020/0088);0;d439e362-ecdf-4d78-8fed-86c7c639b131
dad73c6a-2159-45b1-bb96-22ff42c16b52;;824-CAS2002-Tchibo;0;d439e362-ecdf-4d78-8fed-86c7c639b131
785a57eb-dd09-4d77-b892-681000f72f51;;825-MEN2004-Wartung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
bc9922c2-d9ee-44af-988b-89db7aefc6f5;;827-CAS2003-Esprit-FSS-Rollout;0;d439e362-ecdf-4d78-8fed-86c7c639b131
fd81467d-0c40-48eb-ac0b-d699ac2cb837;;"829-CAS-2004-	Shipping,-Aviation,-Rail-(SAR)-@-HCOB";0;d439e362-ecdf-4d78-8fed-86c7c639b131
e81c74d0-5f99-4060-945b-950e814bb7a8;;"830-CON-2001-	Receipt4S-goes-Fiori";0;d439e362-ecdf-4d78-8fed-86c7c639b131
ebc36a27-a156-414b-8458-c3a2a3982af3;;831-FRA2005-19806-SAP-Formulare-und-eMails;0;d439e362-ecdf-4d78-8fed-86c7c639b131
8bdbca01-11dc-430d-b263-ce8573cf4867;;832-MEN2005-Welschen-Ennest;0;d439e362-ecdf-4d78-8fed-86c7c639b131
9bfa67d7-a439-4efd-b51e-ba801978efcf;;833-IOT2004-Bachelor-Witt;0;d439e362-ecdf-4d78-8fed-86c7c639b131
b4c65ba5-aba0-4339-bb3d-08a48bc3598b;;834-MEN2006-WE-M7-Gewährleistung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
13836e5f-db2e-4f6c-b7a1-699a92a76912;;835-IOT2101-Interne-Aufschreibung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
c146e817-5e55-4022-95af-52aff0e0e115;;836-MAN2101-Application-Management;0;d439e362-ecdf-4d78-8fed-86c7c639b131
fbb670c9-215e-49a6-a9b7-1c3535febc84;;837-MAN2102-Kleinstprojekte;0;d439e362-ecdf-4d78-8fed-86c7c639b131
6b884d2e-e149-454a-bbfd-60729c2c417e;;839-CAS2102-GDC;0;d439e362-ecdf-4d78-8fed-86c7c639b131
6a234d14-fc44-4f6a-86e7-30c7c345c212;;840-KEB2101-Fiori-Readiness-Check;0;d439e362-ecdf-4d78-8fed-86c7c639b131
013cea7a-9b20-4d5f-bf84-574dc82705d6;;841-CAS2103-Debitel;0;d439e362-ecdf-4d78-8fed-86c7c639b131
6db4d648-e312-4b9d-9a73-366c7b33a2b6;;842-IOT2102-Bachelorarbeit-Meigui;0;d439e362-ecdf-4d78-8fed-86c7c639b131
17ff0ee3-2d93-4e0c-8e68-8874b9e1bc61;;843-IOT2103-Bachelorarbeit-Tcheuffa;0;d439e362-ecdf-4d78-8fed-86c7c639b131
b131c7d0-d7b5-4587-a3f2-c2756ab0ca84;;844-WSW2101-Einführung-SAP-Fiori;0;d439e362-ecdf-4d78-8fed-86c7c639b131
6bede6f2-f0ba-4e67-b0d7-11f00c815b4a;;845-KEB2102-Fiori-Repair-Documentation-Framework;0;d439e362-ecdf-4d78-8fed-86c7c639b131
af0c51f4-28a0-48f3-ae5a-0c1bae6063f6;;848-VON2101-Handwerkerkopplung-2.0;0;d439e362-ecdf-4d78-8fed-86c7c639b131
d1976126-2e5c-4c8e-9ed1-fbf4c565335d;;850-CAS2105-Fiori-Readiness-Check;0;d439e362-ecdf-4d78-8fed-86c7c639b131
99080dc9-ed90-4da2-84f0-7febfd60b1f3;;851-GDC2101-GDC-Projektunterstützung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
2ac461e6-f9e6-496c-8690-16c284d3b47b;;852-THA2101-aATP;0;d439e362-ecdf-4d78-8fed-86c7c639b131
81b8e722-2779-4069-b8d1-23f21a1086a6;;853-FRA2101-Werkstattprozesse;0;d439e362-ecdf-4d78-8fed-86c7c639b131
0bbd99b1-fd46-463a-bc31-fa3b1f2bb030;;854-IOT2104-Bachelorarbeit-Günther;0;d439e362-ecdf-4d78-8fed-86c7c639b131
6b5d50a3-cd20-4c6e-b80c-dc813c963276;;855-GEP-2021-01-DOEHLER;0;d439e362-ecdf-4d78-8fed-86c7c639b131
2c263b20-e122-41fe-9491-07049c01d1ac;;856-DMK2101-EWM-Coaching;0;d439e362-ecdf-4d78-8fed-86c7c639b131
14a9e969-724c-4e66-addc-b8c0d56f82c4;;857-CAS2106-HCOB-Fiori-S/4-Migration;0;d439e362-ecdf-4d78-8fed-86c7c639b131
95295fe6-137a-4c0c-bc28-431f07edf595;;858-DMK2102-Unterstützung-Projekt-072021;0;d439e362-ecdf-4d78-8fed-86c7c639b131
b4577da3-5492-4b81-a217-a51a52701847;;859-CAS2107-ISS (2021/0178);0;d439e362-ecdf-4d78-8fed-86c7c639b131
eed961b2-05b3-4135-b6e1-31420bcc0e10;;860-ALD2101-Betriebs-und-Projektunterstützung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
6a47b915-ac5e-4478-82aa-4cbcbae37c1b;;861-DMK2102-Edewecht-WE-RF-Erweiterung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
5b2261d1-fdb5-4a5f-8031-7582b62cee6a;;862-MEN2101-FIORI;0;d439e362-ecdf-4d78-8fed-86c7c639b131
41683d28-0c39-4e29-ac8d-49077a4d93c8;;863-GLW2101-Analyseworkshop;0;d439e362-ecdf-4d78-8fed-86c7c639b131
6d6dd118-97ee-46d1-93e3-4ca3cf2fcb8d;;864-DMK2103-Beratung&Entwicklung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
5095cf30-b0c8-4425-9560-3d21a1781162;;865-IAL2201-Interne-Aufschreibung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
81604920-3f3d-4c59-b697-7721d3458a51;;866-IOT2201-Interne-Aufschreibung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
03d1d188-8959-416a-8c45-df3d9a06ba7e;;867-MEN2101-IAL-MFS-Schulung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
9cbdaf4d-cce1-430c-9e2c-0411e59112f6;;868-CAS2201-Beeline;0;d439e362-ecdf-4d78-8fed-86c7c639b131
d60562e8-d0a9-4891-ab0b-4260e2a8bdd9;;869-WSW2201-Fiori--/-S/4-Einführung-2022;0;d439e362-ecdf-4d78-8fed-86c7c639b131
4e94857b-ff97-400c-bf93-3e5d6164a62f;;870-BSS2201-Juwel;0;d439e362-ecdf-4d78-8fed-86c7c639b131
a6909a29-2dcb-4b9b-a4c5-fb14688b94d2;;871-COV2201-Workshop-91619/0105/030;0;d439e362-ecdf-4d78-8fed-86c7c639b131
34a29029-d594-43fd-809e-2d5d11a75653;;CAS2104-Fiori-TXS-Erweiterung;0;d439e362-ecdf-4d78-8fed-86c7c639b131
6c68b651-6f25-4b68-b317-6827647f7e36;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;01-Koordination;1;d439e362-ecdf-4d78-8fed-86c7c639b131
d91d3f88-b27c-4d9e-95aa-b18362a91ef9;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;02-Projektaufschreibung;1;d439e362-ecdf-4d78-8fed-86c7c639b131
2f8a2e84-7a5f-415d-aa9a-47ec39789ed3;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;03-PZE;1;d439e362-ecdf-4d78-8fed-86c7c639b131
40bd4bc9-2597-4fba-acfa-e85c85d82262;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1;d439e362-ecdf-4d78-8fed-86c7c639b131
57a2593c-e178-4e42-8e9d-11f5113be18f;316a0ab1-1db6-4577-a0aa-e959a1fbab88;02-Helpdesk;1;d439e362-ecdf-4d78-8fed-86c7c639b131
11c9a713-9f4d-4504-8fd5-fdad2430a245;316a0ab1-1db6-4577-a0aa-e959a1fbab88;03-Neueinführung;1;d439e362-ecdf-4d78-8fed-86c7c639b131
6e6f8afe-9111-45c5-818e-36e40a63b43a;316a0ab1-1db6-4577-a0aa-e959a1fbab88;04-Beschaffung;1;d439e362-ecdf-4d78-8fed-86c7c639b131
137ccb45-9da5-4721-80b4-4e7162ee5168;316a0ab1-1db6-4577-a0aa-e959a1fbab88;05-Inventur;1;d439e362-ecdf-4d78-8fed-86c7c639b131
cde64761-ef0d-440f-8c08-41e689f29112;316a0ab1-1db6-4577-a0aa-e959a1fbab88;06-SAP;1;d439e362-ecdf-4d78-8fed-86c7c639b131
b647aed3-cc02-458e-a9a5-84499339c30a;fef48bab-d43e-4705-bc02-f1215bceac72;01-Dynamisierung Anlagenbilder;1;d439e362-ecdf-4d78-8fed-86c7c639b131
4887f4a9-9714-4965-8909-5693b0cb1135;3160c5e1-3199-4ff3-8baf-d56020183392;19-Masterprojekt Hybris Marketing;1;d439e362-ecdf-4d78-8fed-86c7c639b131
29135ba1-eb2f-43c0-91ea-4d907524a5fc;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;01-Koordination;1;d439e362-ecdf-4d78-8fed-86c7c639b131
4613e7c2-a88a-4a56-b0d9-73682f75e076;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;05-Konzepterstellung MFS;1;d439e362-ecdf-4d78-8fed-86c7c639b131
f51866f5-1c9b-4d54-8b6a-8a184df08170;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;06-Realisierung;1;d439e362-ecdf-4d78-8fed-86c7c639b131
ceca8bcd-eea8-400b-8911-b8ba5c5c4b0a;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;07-Tests;1;d439e362-ecdf-4d78-8fed-86c7c639b131
cc6bc942-c40b-48ac-8385-f41ed1ac1757;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;08-Unterstützung Releasewechsel;1;d439e362-ecdf-4d78-8fed-86c7c639b131
f1d54bfa-f6a4-444f-ae8d-25c581868dad;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;09-Betreuung Produktivbetrieb;1;d439e362-ecdf-4d78-8fed-86c7c639b131
51ad5a33-337a-41c3-98ac-f76f69cf864b;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;10-SAP-Pco;1;d439e362-ecdf-4d78-8fed-86c7c639b131
bdc4c30f-e234-4ff0-82ec-f444b66fa32d;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;11-CR E-Mail Versand;1;d439e362-ecdf-4d78-8fed-86c7c639b131
792ca9c3-7e8e-44d2-b8c5-39138ef1f9b9;3dbeec91-44ab-4e24-a7f1-f62b73c6a9ef;70-Unterstützung;1;d439e362-ecdf-4d78-8fed-86c7c639b131
2d213047-4e26-4681-845b-5a5b8f09e357;4da2f478-fb76-44b0-8783-48ba0353f228;01-Koordination;1;d439e362-ecdf-4d78-8fed-86c7c639b131
16e32130-c20c-43f7-8b25-70e0339efcbf;4da2f478-fb76-44b0-8783-48ba0353f228;02-UHDs/Tickets;1;d439e362-ecdf-4d78-8fed-86c7c639b131
08df442e-48ba-4a19-9140-99eb63d684ca;4da2f478-fb76-44b0-8783-48ba0353f228;90-Support;1;d439e362-ecdf-4d78-8fed-86c7c639b131
be7551d9-68cb-4ab7-8ae1-8041a77a4691;2b8fb501-a4f7-4d29-bb01-c97b2237e775;28062 Mahnwesen für Lieferantenguthaben;1;d439e362-ecdf-4d78-8fed-86c7c639b131
004265ef-8d71-4ab5-b699-8c1e664b2c33;2b8fb501-a4f7-4d29-bb01-c97b2237e775;39002 DHL - Informationen und Fragen zur Vorausverfügung;1;d439e362-ecdf-4d78-8fed-86c7c639b131
5dc0b715-9f28-4ff7-b8ef-41240e292c0b;2b8fb501-a4f7-4d29-bb01-c97b2237e775;44087 Auswertung Lieferanten;1;d439e362-ecdf-4d78-8fed-86c7c639b131
5e48694d-162b-4570-94d5-fe57f3e6d626;2b8fb501-a4f7-4d29-bb01-c97b2237e775;47091-Einrichtung neuer AT Steuersatz;1;d439e362-ecdf-4d78-8fed-86c7c639b131
565cc458-d121-44b1-b667-fe3a63313e40;2b8fb501-a4f7-4d29-bb01-c97b2237e775;47161-Umstellung Newsletter-Verwaltung;1;d439e362-ecdf-4d78-8fed-86c7c639b131
cb73e82d-f519-4812-9512-3e45a4a1e802;2b8fb501-a4f7-4d29-bb01-c97b2237e775;47943-Neue Datenschutzrichtlinie;1;d439e362-ecdf-4d78-8fed-86c7c639b131
22ef24b7-ea25-433a-9070-3322220dd3a9;2b8fb501-a4f7-4d29-bb01-c97b2237e775;48048-Lieferungserzeugung zu UB-Pos.;1;d439e362-ecdf-4d78-8fed-86c7c639b131
2c7c6ea8-6268-4a67-a2b7-f13cf5cb57a5;3d8a610e-d476-4050-bed5-4cfcefcf3932;01-Übergreifend;1;d439e362-ecdf-4d78-8fed-86c7c639b131
a16f933c-9559-4a46-81e7-da0c895e0e68;3d8a610e-d476-4050-bed5-4cfcefcf3932;02-Technologie;1;d439e362-ecdf-4d78-8fed-86c7c639b131
285b96fd-74d7-4b89-9917-189370a6ead4;3d8a610e-d476-4050-bed5-4cfcefcf3932;16-Korrektur/Erweiterung Textpfelge;1;d439e362-ecdf-4d78-8fed-86c7c639b131
6a87d28b-bae8-4d7e-922b-d5e7569b4ca9;3d8a610e-d476-4050-bed5-4cfcefcf3932;17-Kontingentierung;1;d439e362-ecdf-4d78-8fed-86c7c639b131
7dd60c61-74f5-42bf-8bf0-132cc8f6614d;3d8a610e-d476-4050-bed5-4cfcefcf3932;18-Darstellung Vektorgrafiken in Anlageliste;1;d439e362-ecdf-4d78-8fed-86c7c639b131
8e71e3b0-33d7-488d-bb96-0fdeb6026728;3d8a610e-d476-4050-bed5-4cfcefcf3932;50-IAF;1;d439e362-ecdf-4d78-8fed-86c7c639b131
51f10b09-e6c1-4523-8081-6c95453a7b67;3d8a610e-d476-4050-bed5-4cfcefcf3932;60-FIORI generische Komponenten;1;d439e362-ecdf-4d78-8fed-86c7c639b131
2a1dbdb0-8d7e-4658-8821-d5674125e2ef;3d8a610e-d476-4050-bed5-4cfcefcf3932;62-Signatur-Komponente;1;d439e362-ecdf-4d78-8fed-86c7c639b131
