ID;parent_ID;title;hierarchyLevel
5b2261d1-fdb5-4a5f-8031-7582b62cee6a;;862-MEN2101-FIORI;0
41683d28-0c39-4e29-ac8d-49077a4d93c8;;863-GLW2101-Analyseworkshop;0
6d6dd118-97ee-46d1-93e3-4ca3cf2fcb8d;;864-DMK2103-Beratung&Entwicklung;0
5095cf30-b0c8-4425-9560-3d21a1781162;;865-IAL2201-Interne-Aufschreibung;0
81604920-3f3d-4c59-b697-7721d3458a51;;866-IOT2201-Interne-Aufschreibung;0
03d1d188-8959-416a-8c45-df3d9a06ba7e;;867-MEN2101-IAL-MFS-Schulung;0
9cbdaf4d-cce1-430c-9e2c-0411e59112f6;;868-CAS2201-Beeline;0
d60562e8-d0a9-4891-ab0b-4260e2a8bdd9;;869-WSW2201-Fiori--/-S/4-Einführung-2022;0
4e94857b-ff97-400c-bf93-3e5d6164a62f;;870-BSS2201-Juwel;0
a6909a29-2dcb-4b9b-a4c5-fb14688b94d2;;871-COV2201-Workshop-91619/0105/030;0
34a29029-d594-43fd-809e-2d5d11a75653;;CAS2104-Fiori-TXS-Erweiterung;0
6c68b651-6f25-4b68-b317-6827647f7e36;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;01-Koordination;1
d91d3f88-b27c-4d9e-95aa-b18362a91ef9;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;02-Projektaufschreibung;1
2f8a2e84-7a5f-415d-aa9a-47ec39789ed3;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;02-Projektaufschreibung;1
40bd4bc9-2597-4fba-acfa-e85c85d82262;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;02-Projektaufschreibung;1
57a2593c-e178-4e42-8e9d-11f5113be18f;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;02-Projektaufschreibung;1
11c9a713-9f4d-4504-8fd5-fdad2430a245;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;02-Projektaufschreibung;1
6e6f8afe-9111-45c5-818e-36e40a63b43a;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;02-Projektaufschreibung;1
137ccb45-9da5-4721-80b4-4e7162ee5168;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;02-Projektaufschreibung;1
cde64761-ef0d-440f-8c08-41e689f29112;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;02-Projektaufschreibung;1
b647aed3-cc02-458e-a9a5-84499339c30a;3d41d497-cce2-4151-a52f-6f6a3dadeaaf;03-PZE;1
4887f4a9-9714-4965-8909-5693b0cb1135;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
29135ba1-eb2f-43c0-91ea-4d907524a5fc;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
4613e7c2-a88a-4a56-b0d9-73682f75e076;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
f51866f5-1c9b-4d54-8b6a-8a184df08170;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
ceca8bcd-eea8-400b-8911-b8ba5c5c4b0a;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
cc6bc942-c40b-48ac-8385-f41ed1ac1757;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
f1d54bfa-f6a4-444f-ae8d-25c581868dad;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
51ad5a33-337a-41c3-98ac-f76f69cf864b;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
bdc4c30f-e234-4ff0-82ec-f444b66fa32d;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
792ca9c3-7e8e-44d2-b8c5-39138ef1f9b9;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
2d213047-4e26-4681-845b-5a5b8f09e357;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
16e32130-c20c-43f7-8b25-70e0339efcbf;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
08df442e-48ba-4a19-9140-99eb63d684ca;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
be7551d9-68cb-4ab7-8ae1-8041a77a4691;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
004265ef-8d71-4ab5-b699-8c1e664b2c33;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
5dc0b715-9f28-4ff7-b8ef-41240e292c0b;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
5e48694d-162b-4570-94d5-fe57f3e6d626;316a0ab1-1db6-4577-a0aa-e959a1fbab88;01-Wartung und Verwaltung;1
