ID;parent_ID;title;shallowReference;validFrom;validTo;hierarchyLevel;tenant;mappingID
2dedb178-4a24-575f-1445-ced5a89b2ac4;288d547f-d16d-6df5-13c3-17de3f11c50d; Falsche Rückzahlung PayPal bei Mengenänderung;30596;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30596 P01 - Falsche Rückzahlung PayPal bei Mengenänderung
97116e71-5584-f98d-9346-e35b3c1446b7;288d547f-d16d-6df5-13c3-17de3f11c50d;Bereinigung Partenrolle Z0;30597;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30597 Bereinigung Partenrolle Z0
31e0f53f-2430-84eb-b531-d85cb5ffd3b1;288d547f-d16d-6df5-13c3-17de3f11c50d;Jungjäger: automatisierter Rucksackversand funktioniert n.;30603;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30603 Jungjäger: automatisierter Rucksackversand funktioniert n.
efc58494-6621-8f0f-7127-1f0ece1ca807;288d547f-d16d-6df5-13c3-17de3f11c50d;neue Versandstelle für Drittlandsaufträge Rhenus;30628;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30628 neue Versandstelle für Drittlandsaufträge Rhenus
99fd5e89-aae2-6767-c089-0d28b76d191a;288d547f-d16d-6df5-13c3-17de3f11c50d; Rechnungserstellung als PDF beim einlagern;30633;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30633 Packtisch - Rechnungserstellung als PDF beim einlagern
74869474-25de-8e61-a8e1-0a55e01cb9d0;288d547f-d16d-6df5-13c3-17de3f11c50d;Unvollständiges Retourelabel Rhenus;30634;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30634 Unvollständiges Retourelabel Rhenus
2bd4b0f0-03fb-efad-5e4c-7ab3adb535e6;288d547f-d16d-6df5-13c3-17de3f11c50d;Manueller Auftrag mit Paypal nicht möglich;30636;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30636 Manueller Auftrag mit Paypal nicht möglich
99ab2813-0744-f773-018a-fd145c8e50e0;288d547f-d16d-6df5-13c3-17de3f11c50d;Amazon FBA Versandkosten;30655;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30655 Amazon FBA Versandkosten
e93893d6-c589-87f6-da43-82bde7694684;288d547f-d16d-6df5-13c3-17de3f11c50d;Neues Feld im SAP für Herstellerfarben;30657;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30657 Neues Feld im SAP für Herstellerfarben
681d7522-a8dc-0a34-32af-89f192859f3d;288d547f-d16d-6df5-13c3-17de3f11c50d; / Kommissioneraufträge für Filialen;30674;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30674 manuelle Transport- / Kommissioneraufträge für Filialen
5e93deab-fae8-7b21-dfd9-509659c9d55e;288d547f-d16d-6df5-13c3-17de3f11c50d;manuelles Label für das Ausland erstellen über ZWM_029;30675;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30675 manuelles Label für das Ausland erstellen über ZWM_029
bd03fac2-4075-55d7-4017-a4b2a09cc8ce;288d547f-d16d-6df5-13c3-17de3f11c50d;Lagerquant nicht mehr vorhanden;30683;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30683 Lagerquant nicht mehr vorhanden
d7d3f8ce-b14a-987c-1e34-0a27b94d4f0b;288d547f-d16d-6df5-13c3-17de3f11c50d; Telefonverkauf Kreditkarte und Gutscheinkauf;30704;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30704 P01 - Telefonverkauf Kreditkarte und Gutscheinkauf
16e44416-d743-1a0b-494d-ce95f7ad31ec;288d547f-d16d-6df5-13c3-17de3f11c50d;Automatisiertes Absagen von UB, KB und MB Umlagerungen;30726;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30726 Automatisiertes Absagen von UB, KB und MB Umlagerungen
13b56eb5-7c83-5aba-f9d6-f01ff3c355d3;288d547f-d16d-6df5-13c3-17de3f11c50d;Zahlunsgseingangsverbuchung Otto (Ablösung Litreca);30728;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30728 Zahlunsgseingangsverbuchung Otto (Ablösung Litreca)
70e43241-11f7-325a-0c48-5be54c22985d;288d547f-d16d-6df5-13c3-17de3f11c50d;Anpassung Lieferlauf AT;30732;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30732 Anpassung Lieferlauf AT
b06dfb04-9a95-d7a1-dad7-2c6cfa936fb5;288d547f-d16d-6df5-13c3-17de3f11c50d;Endgeliefert Bearbeitung offene Umlagerungen;30747;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30747 Endgeliefert Bearbeitung offene Umlagerungen
f03c8375-a2bf-8279-3334-aa783d343110;288d547f-d16d-6df5-13c3-17de3f11c50d;Leerzeichen in Katalogtexten fehlen;30748;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30748 Leerzeichen in Katalogtexten fehlen
978732a5-0f83-b477-9190-1730eb30f73e;288d547f-d16d-6df5-13c3-17de3f11c50d;ZWM_071 Anzeige Sperrig Vorrat defekt;30749;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30749 ZWM_071 Anzeige Sperrig Vorrat defekt
1602e744-ef69-6fe5-8e0b-60e788eb026a;288d547f-d16d-6df5-13c3-17de3f11c50d;Druck Rechnungen in der Waffenkartei erfolgt nicht;30751;2010-01-01T00:00:00.000Z;9999-01-01T00:00:00.000Z;1;d439e362-ecdf-4d78-8fed-86c7c639b131;30751 Druck Rechnungen in der Waffenkartei erfolgt nicht
